Percentage of Low Income People,Education.Bachelor's Degree or Higher,Income.Median Houseold Income
0.434196891,14.8,45746
0.395275547,14.3,50345
0.251553862,25,67662
0.497706103,13.4,37061
0.443077984,13.9,39084
0.346800763,17.4,52478
0.415434107,20.4,43078
0.318994531,23.2,56117
0.416692749,11.5,43145
0.518654434,11.6,38411
0.364658086,32,54520
0.446282137,14.1,42998
0.375719813,18,49103
0.47549707,14.5,39872
0.397642586,16.6,48009
0.437221384,37.4,41603
0.387250354,16.1,46784
0.334048641,28.2,50392
0.399723648,18.3,49250
0.428916675,14.3,37692
0.374499332,16.2,51302
0.257138604,24.9,65434
0.482778909,14.3,39373
0.494400131,14.4,40351
0.376238173,16.9,47214
0.401962149,22.1,52282
0.456897872,17.3,42280
0.341543431,31.8,55517
0.290570469,23.2,62795
0.345484759,28.5,54997
0.332592593,20.8,53274
0.303954802,30.3,54282
0.283523516,19.4,60147
0.390374724,23.7,45998
0.280175297,54.1,62077
0.197357158,37.4,80484
0.32719702,24.4,54886
0.296199387,18.5,62257
0.383378723,17.8,45051
0.351227605,19.8,49006
0.349438722,24.6,48440
0.251957122,35.4,67043
0.392110602,17.3,47267
0.37669593,17.4,47500
0.380316672,18.9,44712
0.365317064,18.4,40735
0.303005066,32,65679
0.34142378,27.8,53412
0.380611466,19.4,53277
0.411495726,17.5,45616
0.407903135,20,46491
0.400744995,16.4,37898
0.333582584,30.5,52426
0.377616668,24.9,47882
0.342623564,19.3,55893
0.442059359,13.7,43313
0.355874191,23.5,59625
0.400366024,9,54269
0.288211062,45.9,69176
0.314688495,31,62691
0.375390381,17.3,51071
0.361193748,21.8,49895
0.408189022,17.2,54699
0.358812137,24.5,52171
0.371864776,26.4,51224
0.330080339,19.6,53105
0.199346536,44.4,82215
0.510756419,14.9,40926
0.260931972,26.9,63902
0.222980294,22.3,67253
0.251937762,41.6,61043
0.305502506,16.7,51410
0.273576189,24.7,57807
0.334425061,14.7,50509
0.216541238,24.9,63728
0.303589814,21.3,49181
0.327724153,18.7,52358
0.144798941,41.3,89139
0.199256708,36,70668
0.31384682,21.1,46659
0.36886465,13.7,41165
0.287959992,17.9,57006
0.242761189,45.5,60403
0.151189728,53,100214
0.360565025,22.1,46680
0.351852923,15.1,49015
0.320156279,19.5,50923
0.323441844,22.9,50550
0.336251724,21.1,50304
0.215972301,36.6,71269
0.26944718,30.8,60715
0.199560403,39,74477
0.281952352,19.6,53440
0.352247048,27.9,51529
0.380323398,17.3,47364
0.35955995,8.1,39717
0.272709185,21.6,63379
0.319702881,13.6,53476
0.323683436,17.6,54776
0.333342082,17.4,51678
0.331645715,23,49320
0.34419149,15.9,47603
0.345994117,14.5,53879
0.301998161,28.3,52821
0.253366857,27.3,66056
0.334319868,22.1,50204
0.257245801,20.7,60281
0.231108954,29.9,63897
0.289535266,22.9,53473
0.337463115,23.4,54241
0.339253136,18.9,48647
0.324066426,22.8,50696
0.367919443,11.9,50219
0.266639957,24.7,63934
0.143878868,49.3,91546
0.239859895,31.6,58333
0.2259301,30.3,70471
0.29678663,16.6,48671
0.24677228,16.7,63718
0.431518426,29.7,45927
0.254596413,26.8,65928
0.350846386,15.4,45419
0.297748054,16.6,52280
0.331147351,19.8,58997
0.330692215,15.9,49089
0.351814516,17.2,47407
0.30765272,18.6,54966
0.351840612,19.1,51324
0.333706199,26,59399
0.332050195,18.7,49945
0.33267955,19.5,50250
0.249818372,30,63543
0.278316824,20.4,56096
0.245403638,29.1,60471
0.28713154,19.6,59415
0.231936958,24.9,66457
0.189729963,49,83092
0.186973759,33.3,73521
0.184459024,48.1,79454
0.287606359,29,58974
0.199946147,46.1,85531
0.420256862,15.6,38741
0.385183821,26.4,51399
0.548751096,9.2,27185
0.368268449,22.2,50865
0.486217406,18.8,31422
0.494935242,12.5,35803
0.284328127,41.2,68377
0.313385722,25,63309
0.353776185,19.9,46339
0.299495246,43.6,64022
0.436412479,14.2,36883
0.462668419,13.4,42442
0.47083199,10.4,41505
0.475996897,15.1,40900
0.494502104,14.6,36324
0.469597045,18.4,38448
0.60579145,11.1,30812
0.293547748,28.2,63080
0.3755027,16.7,49127
0.500746465,16.9,38213
0.405436533,23.6,47058
0.385506498,27.3,48456
0.306096366,35.1,60351
0.436792469,24.6,42336
0.542288296,11.9,33429
0.379820282,23.6,50704
0.509942613,17.8,45601
0.380686023,20.3,51479
0.327185455,26.9,58849
0.451967844,16.2,43304
0.546405455,15.9,32371
0.306824884,30.4,61173
0.516801504,13.5,32063
0.480163953,8.9,33586
0.453820667,20.5,43633
0.428401516,17.9,44226
0.386675863,25.8,49134
0.482701812,19.9,37955
0.377352249,26,49573
0.361553356,39.1,54767
0.448736999,16.8,45714
0.373129659,24.5,52332
0.453336149,19.3,45661
0.444200068,11.3,41186
0.497616868,12.3,32485
0.283552835,33.3,65361
0.244811521,21.5,64083
0.278064751,20.5,52313
0.582355322,15.7,47500
0.324153213,18.3,54737
0.363813496,40.3,58136
0.238017872,29.4,58216
0.38631196,27.1,57196
0.707721761,8.5,34808
0.421074323,19.2,46508
0.220479705,28,54449
0.46334602,18.6,50481
0.385498923,19.1,48980
0.459993248,49.9,50724
0.272977309,21.5,56376
0.627224786,17.8,35759
0.255897069,23.5,58522
0.307372096,26.5,50570
0.372800348,21.6,46679
0.271729958,22.2,65437
0.548034366,16.6,47475
0.305421363,15.5,58684
0.202255366,26.3,71324
0.353593348,21.1,50588
0.346572361,26.9,55096
0.221821822,21.9,58158
0.390663391,20.2,43438
0.490328007,15.6,42250
0.256140945,21,67105
0.270231898,22.1,54155
0.230861603,18.5,64696
0.250199203,26,59655
0.196681448,34.7,64783
0.250963833,25.2,57089
0.299171843,24.5,57788
0.666261152,17.8,33295
0.242877837,22.5,49632
0.401590457,25.7,46149
0.231288524,21.5,61699
0.211139751,33.1,61846
0.309350982,35,52641
0.142308265,37.6,82473
0.437026648,20.3,53862
0.257239247,24.1,63723
0.260173754,24.1,61507
0.383078731,17.7,44574
0.280912979,27.2,60578
0.716546763,12,30650
0.288469602,18.5,52910
0.256032406,33.1,61772
0.301463219,21.3,61538
0.311556755,31.5,57039
0.307488051,20.3,57981
0.308248915,22.3,54583
0.394739726,17.3,50348
0.280679406,21.6,56875
0.272658753,21.8,54423
0.220253165,32.1,71382
0.217771304,25,62153
0.752673646,15.6,24331
0.373783629,22.3,57720
0.264209115,23.7,59242
0.209061224,30.6,70378
0.263025913,24.9,55583
0.31842804,25.7,58342
0.652642381,16.4,37400
0.352946794,23.3,50392
0.399974283,16.6,50415
0.476522205,12.3,37512
0.459088682,12,44122
0.299815531,24.2,56667
0.369526449,22.3,51331
0.434007239,12.4,39803
0.372459068,15.8,55330
0.409973471,18,42637
0.483786068,17.5,38092
0.29987332,21,61913
0.346173015,16,51946
0.464912281,16.1,36835
0.516106043,13.9,32167
0.475783476,11.6,36716
0.372445031,20.5,50351
0.432966102,13.8,44717
0.399414971,18.5,45958
0.332677586,41.7,60388
0.431745841,16.7,45511
0.456736654,14.5,42031
0.340801041,16.2,53076
0.434409447,16.1,44185
0.323854315,22.2,60711
0.495603469,16,36520
0.348279971,20.8,51585
0.429044231,18.4,43171
0.362272967,16.5,49614
0.413706165,10.7,44064
0.413180562,16.7,42595
0.515972222,13.2,40516
0.396092636,16.8,43619
0.321178515,32.2,55070
0.51820232,11.2,30136
0.427847312,11.2,40304
0.42069084,15,40682
0.444804007,13.7,41924
0.416188132,11,37905
0.414927958,14.4,43305
0.431674448,16.5,40502
0.436612179,10.9,43596
0.440993789,13,42711
0.396336687,14.3,45667
0.462950078,11,35207
0.376851715,16.8,49139
0.511830119,11.6,36004
0.3195815,37.6,57470
0.290950099,9.4,35191
0.486790766,8.3,39896
0.428979025,14.3,43614
0.448973881,10.4,37277
0.377462672,18.4,49485
0.329317908,26.4,58065
0.400749448,10.3,37430
0.389022612,25.6,48161
0.367109697,12.8,49432
0.367680756,14.7,53197
0.306905741,23,57170
0.414537933,16.2,43285
0.490956493,12.6,39161
0.366866553,9.8,49167
0.443710248,13.4,42429
0.336815526,28.5,57541
0.342929855,22.7,57708
0.435462153,9.4,41333
0.43855349,15.3,39615
0.424743852,12.8,37197
0.516377649,11.5,41034
0.411519199,9.4,39554
0.399499374,11.9,43306
0.430791236,26.4,44259
0.445022841,16.9,42206
0.352375857,19.8,53367
0.288678015,19.6,63307
0.279009873,32.2,67429
0.476128188,9.2,38864
0.444076222,15.1,49370
0.410826679,17.4,49610
0.388666231,31.6,51657
0.4,14.4,48068
0.375596094,15.6,45809
0.377136954,23.6,46684
0.249805285,28.1,67204
0.31050975,17.3,61291
0.373002283,13.8,56321
0.453668846,14.8,41890
0.456903991,9.9,44671
0.483693591,7.8,42724
0.458378164,14.5,41125
0.350793152,31.8,48334
0.418672968,9.7,41427
0.435299326,21.6,39937
0.498683686,12.3,41998
0.119698843,59.8,112962
0.208710808,32.4,75991
0.400964441,10.6,43455
0.255064309,12.2,76158
0.413698201,16.9,50453
0.40095388,21.9,45137
0.235175626,23.9,63835
0.214097843,22.8,72500
0.391981014,14.4,55366
0.27924139,23.9,66206
0.531030445,17.2,52273
0.321416,22.8,58661
0.314894338,20.7,64597
0.364261168,22.8,40739
0.368249268,8.9,44578
0.354475073,25.2,54884
0.369199418,28,57157
0.266796795,26.5,66390
0.151326053,39.5,72188
0.347471963,19.8,52148
0.36928655,20.6,50164
0.228534899,30,81447
0.426464758,41.7,49181
0.386354064,40,47080
0.484422724,19.8,40227
0.604534473,15.7,28333
0.369496403,19.1,48365
0.322306828,17.3,57731
0.293994449,25.4,59492
0.449513616,14.6,54152
0.395849426,14.2,58776
0.369308864,21,48651
0.564884123,17.3,38758
0.450792807,19.4,48207
0.24450194,28.4,74872
0.409034291,16.4,44848
0.389783962,15.6,50142
0.282855716,22.7,91141
0.418138498,17.2,48186
0.339950372,18.3,43181
0.339898596,21.4,55989
0.457807309,8,40962
0.360843373,17.8,45000
0.399770741,15.8,46743
0.172693443,52.3,96913
0.45706619,20.2,39120
0.320818052,21,52559
0.232063538,36.8,79936
0.353727025,20.3,53516
0.394435352,13,47500
0.279235216,20.9,60202
0.387506047,16.1,52893
0.568770764,16.8,32305
0.29648454,14.7,65969
0.357472488,14,47386
0.485706993,13.2,40759
0.534407666,10.2,37900
0.342510652,15.8,58811
0.384196839,31.5,59607
0.492993511,14.2,43239
0.364246318,12.6,55357
0.370399318,12,49701
0.339121553,25.1,51038
0.210302669,45.1,86913
0.412797282,18.5,42540
0.550823714,13.6,27161
0.355197133,17.9,42961
0.513224308,9,41186
0.472044728,16,37276
0.318780717,15.4,62973
0.424286759,18.2,40766
0.475321475,23.3,46871
0.252720199,24.3,76871
0.410231939,31.5,52742
0.398992183,12.4,39497
0.329178433,17.4,54648
0.296102465,19.7,60189
0.316920943,18.6,46146
0.417018879,15.9,50580
0.413173653,16.2,43625
0.215256365,46.2,97743
0.29916556,26.6,53783
0.391756613,15.3,49471
0.435687168,7.3,46729
0.420180392,11.4,63054
0.27454508,31.1,73330
0.365307754,13.9,49627
0.296872796,32.2,59155
0.36867863,27.2,78456
0.302579522,17.3,60690
0.401954758,13.1,53577
0.416963783,13.9,47952
0.327657419,20.4,54815
0.408120618,21.3,50180
0.406700612,15.7,52913
0.269327396,28.2,74496
0.411485625,17.1,48384
0.618505878,15.9,34673
0.367911689,22.4,50825
0.491864407,15.1,38000
0.415848068,13.7,41859
0.282101573,16.8,60339
0.334400057,31.5,61705
0.365946523,19.1,52220
0.30311869,17.8,58298
0.43909906,11.9,40313
0.283382456,37.2,68717
0.337312283,21.2,70625
0.411026818,17.3,47355
0.582021102,18.7,40014
0.361996236,17.4,53307
0.414023183,15.8,48248
0.287174563,26.4,64041
0.361677208,20.1,52078
0.420091974,15.2,37904
0.358465072,12.6,54208
0.58429229,10.7,31677
0.390845392,19.9,54959
0.347896628,14,52524
0.263914947,15,47500
0.325363569,13.5,52045
0.297062987,16.5,62806
0.348236448,12.9,44370
0.284587059,30.5,53088
0.364327357,19.7,51248
0.527745798,13.4,33382
0.432468558,12.2,41505
0.299176233,18.7,64359
0.279926534,11.7,50344
0.339493609,15.3,56127
0.293460857,20.5,70107
0.175223363,42.1,84747
0.384615385,1,38021
0.310643564,25.4,44688
0.34708716,27.4,55990
0.394630034,22.5,43328
0.223776224,20.9,52083
0.532560214,12.1,26738
0.484742964,24.6,43730
0.339008513,20.1,48798
0.385569505,7.5,50151
0.41418484,18.7,45117
0.489272809,14.4,45111
0.27664438,19.9,60772
0.303163654,16.7,54403
0.340338545,14.6,54744
0.371064169,14,43045
0.372643253,9.7,51494
0.464538829,14.8,44418
0.317080557,19.7,59091
0.389676218,12.2,53848
0.31141808,25.3,53411
0.182926829,0,83750
0.40404337,30.1,52429
0.441607565,17.3,43382
0.382595129,14.7,52664
0.461665463,14.7,37662
0.344379639,18.3,66610
0.379171152,27.6,42276
0.396873657,17.4,48913
0.547371757,12.7,39625
0.458689024,17.3,47707
0.415431678,24.2,49778
0.263083451,28.8,62000
0.281716109,19.8,62599
0.409847434,18,36395
0.222222222,27.4,79421
0.426815811,14.1,47902
0.397943445,18.3,49306
0.212771143,11.3,51492
0.334314914,16.9,51765
0.261070839,34.5,80902
0.427538087,14.3,54871
0.344066732,14.3,41359
0.291062802,16.8,43859
0.443865818,24.5,44847
0.429071721,15.9,48529
0.426631564,9.7,40101
0.378332133,15.2,45537
0.362476615,21.8,55919
0.377238865,15.6,50464
0.325536062,22,64545
0.306750278,15.5,59399
0.386408672,16.6,50154
0.400424609,16.1,52982
0.229647428,26.4,77503
0.403801129,17.9,55359
0.422069558,9.8,52397
0.451895179,13.1,49279
0.447759194,14.9,42528
0.631349782,21.2,25098
0.307465119,13.7,51579
0.227883026,32.4,68261
0.271641791,10.5,74868
0.485040798,17.4,35862
0.420075304,12.5,39142
0.300540729,12.3,53311
0.370528389,11.5,50076
0.234660926,25,68750
0.356739486,16.1,52928
0.173868116,40.7,100920
0.411391019,18.1,44940
0.350164494,15.5,55234
0.457729941,17.6,34992
0.431721195,14,40353
0.422915659,11.2,41614
0.386702637,15.6,56556
0.394963409,14.1,45083
0.290546047,16.6,53229
0.371500751,16.2,54326
0.38375108,30.5,46935
0.45253547,13.8,42522
0.372847011,15,51926
0.373914449,26.4,56810
0.324642557,26.4,60632
0.646258919,9.9,30387
0.456149878,16.2,46232
0.358705162,9.5,59868
0.352459016,14.8,51250
0.308823529,17.1,54306
0.42776927,15.3,39771
0.295616875,32.3,67700
0.376612543,25.2,53143
0.415650407,18.4,43208
0.453545115,11.4,44627
0.321755027,21.7,40000
0.445168167,16.3,50196
0.328240501,24.5,53903
0.269969681,50,75887
0.432866618,12.9,41357
0.345666619,13.4,44497
0.32355558,17.1,52162
0.319981998,9.6,52171
0.547612035,17.9,41679
0.468291481,18.4,46147
0.336001485,15.8,54654
0.334476019,20,56834
0.369044273,20.8,43742
0.413273692,21.1,59642
0.303204709,12.5,62986
0.3132712,26.8,54971
0.551782835,18.9,46475
0.404634929,18,48310
0.405508285,16.8,49315
0.3601451,23.1,48650
0.406270111,15.2,45302
0.596836461,8.9,35521
0.193728691,41.3,87337
0.253182635,21.8,76692
0.323230269,8.2,60366
0.305273334,18,64536
0.372719487,16.6,53394
0.234453058,12.7,70005
0.374935766,19.3,50635
0.617168178,11.6,33952
0.627738055,10.9,34459
0.355766999,21.1,55221
0.292368512,23.9,62233
0.351202742,38.3,59038
0.336007651,17.1,51158
0.153918791,13.4,75417
0.180253538,37.8,83310
0.30191498,14.7,63224
0.327903188,16.3,55554
0.373847647,25.9,54565
0.378443624,28.6,51557
0.407760014,29.8,51807
0.2920541,16,61463
0.306602997,29.9,47044
0.310753599,20.6,62242
0.1865663,39.4,91341
0.4781491,20.2,42813
0.345848057,23,57902
0.246651294,35.6,74865
0.500156397,18.3,45394
0.406191669,20.9,53838
0.363829104,18.5,54799
0.148164104,55,102958
0.260733434,24.2,74562
0.304257051,15.8,65264
0.280825303,40.8,74665
0.18021489,39.9,85166
0.337322184,28.1,59839
0.343057607,23.4,44245
0.252398921,24.5,67244
0.21496141,39.6,68825
0.287436709,36.2,56183
0.310072548,29,50563
0.230564301,51.3,73647
0.381503807,16.2,44349
0.202678683,24.1,65485
0.192395983,39.8,71587
0.319256283,38.2,64003
0.287456814,29.1,60925
0.360636516,21.5,49168
0.264947757,30.8,56139
0.273943721,41.8,62791
0.306052762,38.1,51985
0.26903748,38.2,60987
0.429823992,19.5,46073
0.218022964,55.1,79880
0.156919534,63.1,100939
0.381194907,15,47673
0.31393326,17.1,57946
0.319316823,19.1,52888
0.313366875,20.9,58696
0.1336131,75.3,120071
0.27183027,22.7,62711
0.431133747,15.9,49738
0.234504501,29.2,64199
0.257928118,14.2,48531
0.229163402,28.3,71110
0.500076805,25.4,37500
0.384896543,13.6,44434
0.514722294,11.8,31956
0.413836403,12.5,49025
0.522583559,15.9,32455
0.314601761,22.5,49664
0.263536973,19.9,65103
0.348039895,15,44835
0.304988975,14.7,57198
0.449548193,10.9,40573
0.407868276,54.9,59471
0.205658462,33.2,78640
0.198491424,40.5,82599
0.19659404,32.2,80026
0.328522446,25.5,54550
0.384732824,15.6,40655
0.244458931,23.6,55708
0.248411323,25.7,77935
0.337047354,14.9,47469
0.493339458,17.6,37203
0.50581434,10.7,29932
0.317741935,18.6,60346
0.551850495,13.8,27063
0.35576475,17.4,51954
0.115091521,61.6,124831
0.150891867,60.8,116979
0.058294042,77.6,127610
0.134396786,36.4,100783
0.374232706,22.1,51521
0.157211346,33.9,76873
0.353165057,21.9,56254
0.45693152,19.1,40417
0.195513982,28.3,78002
0.253116566,40.9,65641
0.49934297,14.8,33575
0.310704225,18.1,54520
0.218646148,23.3,70537
0.183968217,41.8,93994
0.446182274,13.7,36544
0.296208108,29,67398
0.319199346,9.2,50300
0.365464571,15.4,42669
0.318904093,26.9,56287
0.142066589,39.8,89390
0.368570655,36.3,46679
0.212114331,43.7,70307
0.46760932,13.9,37952
0.345540715,22.5,48587
0.441632559,14.8,39030
0.228905315,27,73991
0.179180563,50.4,87678
0.193905058,36,94274
0.234063614,21,66987
0.390212213,23.6,63982
0.313664303,31.5,53711
0.485158605,11.2,32888
0.330357143,46.7,42632
0.098941432,61.3,142299
0.299941109,24.1,60975
0.453970894,11.3,44303
0.438753344,35.6,46409
0.357245882,23.4,57895
0.251129586,27.9,88046
0.199575269,29.6,81493
0.490512159,21,34371
0.234902411,27.9,64237
0.417902489,20.2,43207
0.255984367,21.5,57438
0.297315247,45.5,57977
0.311463149,30.4,64313
0.139517855,26.9,87904
0.330148469,26.3,53215
0.399875567,28.8,51590
0.37154393,22.6,47227
0.310574316,28.9,62632
0.46302521,22.8,29000
0.485932346,14.8,45535
0.283088918,25.1,71548
0.393062779,13.7,51792
0.39514789,15.2,43073
0.532365418,19.8,38679
0.393219781,14.5,47690
0.140240569,42.2,97118
0.352500291,21.9,52175
0.152215384,29.2,89090
0.409301505,26.8,47202
0.205001166,23.6,71912
0.165183024,41.1,107132
0.312380174,20,53866
0.408382066,38,36297
0.219563392,35.8,74284
0.387093103,17.7,49517
0.436344506,39.6,47250
0.189587157,35.6,68948
0.427422598,23.4,44230
0.341950051,26.7,54600
0.265457336,26.3,61864
0.434228428,12.2,39758
0.234839868,27.9,57165
0.418615272,13.3,39820
0.314951552,20.5,57252
0.435204686,14.6,40932
0.259664321,18.4,61348
0.203497838,31.7,88628
0.143636787,39.9,111108
0.339670573,33.4,52611
0.228560623,29.5,74884
0.318362142,20.6,57962
0.362529561,12.7,49487
0.400118451,14.9,42099
0.181087069,36,76610
0.241140882,21.7,69116
0.34601288,22.8,48495
0.404575319,27.1,45011
0.32867884,19.2,53853
0.425852717,56.8,57463
0.268101357,35.1,58818
0.45710996,15,38888
0.361107814,19,49364
0.145182893,47.1,92069
0.523501858,14.3,48294
0.342910723,21.4,53715
0.257495076,30.9,69023
0.299357961,25.8,58795
0.329589531,27.4,52192
0.214818298,30.6,75253
0.317934003,25.6,53423
0.330635668,17,54506
0.337034168,20.5,62951
0.428933632,18.8,41939
0.308998432,17.7,63584
0.327115256,24.5,55900
0.399491056,17.7,55556
0.352925527,16.5,51240
0.234340209,33.6,68604
0.310524053,44.3,55127
0.174112217,52.5,94974
0.216117616,33.2,75411
0.348212749,32.3,56004
0.395433081,31.5,55773
0.340035463,17.7,53484
0.291157923,25.1,54631
0.344945725,17.6,57634
0.452178962,20,47240
0.394020845,18.9,46733
0.367705331,20.8,50591
0.248406228,27.2,72113
0.268526135,49.8,63622
0.274658734,26.2,67028
0.2812145,24.5,65181
0.17106024,32.8,86691
0.290628921,30.8,56904
0.357535724,18.7,51775
0.232503858,35.7,72003
0.249874055,19.4,53227
0.297925573,29.8,57858
0.310742941,34.3,62984
0.438239262,49.8,42745
0.419059576,16.7,51637
0.431228206,15.6,38459
0.274476106,21.2,62515
0.463016457,9.7,40739
0.426192055,14.9,41466
0.310615488,19,51496
0.418546366,26,40028
0.465448551,12.2,38382
0.513395774,9.2,35024
0.37438491,17.1,45545
0.415078688,14.8,41394
0.390318709,17,42636
0.393557675,13.8,42216
0.431467751,19.9,40200
0.401484181,12.4,47857
0.338187517,17.4,45763
0.399798278,14.5,47438
0.32759722,23.3,53022
0.316795925,17.4,47837
0.242720556,31.8,80430
0.354348097,25.5,46639
0.430539773,14.5,39908
0.472516922,9,42345
0.46937159,10,36168
0.355657163,22.6,50305
0.350349162,18,48557
0.421680698,14.4,46078
0.638859715,5.4,27682
0.460790692,19.4,40784
0.364487464,15.5,49936
0.539834265,9.9,32764
0.332993847,42.8,52455
0.44363798,15.3,38540
0.324151557,17,51745
0.426597014,15.6,40086
0.334601459,32,50584
0.419841373,14.1,42312
0.362714614,11.6,56838
0.424944684,14.8,41882
0.378784008,16.9,51888
0.254430616,26.1,60097
0.421276043,18.4,43748
0.411281179,17.3,43320
0.388789379,11.3,43577
0.49663337,13.1,37373
0.422751238,14.5,38187
0.343996618,17.3,48578
0.34921875,19.4,49118
0.374950664,14.1,43087
0.444335481,16.9,40322
0.452043481,15.1,37988
0.545739047,11.4,34927
0.444629174,12,43107
0.475153546,11.2,46048
0.366558732,21.9,47321
0.483102615,9.3,42332
0.386247367,13.9,46369
0.414553275,19.8,42510
0.332499936,20.6,52703
0.320640515,31.1,56096
0.251697054,30.3,62340
0.263710719,19.3,57829
0.337764265,20.8,52672
0.182761205,29.4,75814
0.282731689,21,59742
0.369313143,12.6,54012
0.226254309,23.3,68005
0.329396243,18.4,50595
0.190736419,51.4,73893
0.238537402,17,60652
0.226093812,33.7,61560
0.283009467,24.1,53986
0.28641781,27.9,58783
0.289978598,32.3,59476
0.318044355,19.9,52181
0.242903267,23.1,62391
0.362303665,14.7,45536
0.307563945,23.8,54800
0.24044981,23.6,64502
0.310819938,20.2,55075
0.227575834,24.6,64124
0.353629977,20,43798
0.346089,14.6,53650
0.23738714,25.4,66291
0.341452063,13.7,53490
0.301547138,26.1,63733
0.227079259,19.4,66192
0.269993117,34.9,57882
0.299761429,18.8,60691
0.327494113,16.7,49491
0.245654459,18.4,58541
0.277921395,20.2,56612
0.247917967,25.4,62633
0.350852709,15.9,50330
0.318210727,15.1,52288
0.48525695,17.9,40921
0.357763529,31,50606
0.293719303,20.6,59587
0.265724243,16.8,60908
0.242842918,27.2,56852
0.222195529,29.7,65572
0.155914987,49,85215
0.292776749,20.6,54583
0.207433529,29.2,72323
0.290810473,20.9,59994
0.258917923,32.9,58853
0.321451005,16.5,47956
0.266550859,25.2,61336
0.322946176,19,51947
0.315272537,22.1,57875
0.378298486,16.6,47532
0.27699021,24.1,59943
0.380936499,24.2,47714
0.286926361,15.7,56531
0.206804864,25.1,60696
0.152347692,35.4,84756
0.322180529,15.1,53020
0.275954454,19.3,58548
0.362574205,22.4,52459
0.371344733,29.1,47072
0.266307849,28.8,63776
0.314543799,23,50280
0.151076507,31.5,77663
0.134291064,44.5,87277
0.262123056,19.9,58693
0.315172203,16.3,52810
0.252724936,28.3,58543
0.292263174,21.6,54913
0.415518666,51.8,49322
0.289599412,19,52804
0.249492996,18.9,82659
0.304838389,20.6,60161
0.230973619,17.3,69647
0.21570519,22.3,65132
0.358536864,24.3,55896
0.287102706,25.9,54289
0.284789644,23.7,51413
0.275246305,31.7,58132
0.249443758,28.5,66910
0.25064437,23.7,66964
0.253094713,22.8,62772
0.449490995,18,39150
0.200055086,34,63582
0.267567074,20.7,50903
0.236776335,31,60807
0.212442757,22.8,77403
0.257012068,22.5,74843
0.194290073,57,84678
0.315090566,16,63403
0.278774441,23.4,54158
0.287951117,20,57031
